code,description,mdc,adrg
48406-07,Osteotomy of scapula,04,E02
48406-07,Osteotomy of scapula,08,I12
48406-07,Osteotomy of scapula,08,I28
48406-07,Osteotomy of scapula,21A,W04
48406-07,Osteotomy of scapula,21B,X06
48406-08,Ostectomy of clavicle,01,B03
48406-08,Ostectomy of clavicle,04,E02
48406-08,Ostectomy of clavicle,08,I12
48406-08,Ostectomy of clavicle,08,I28
48406-08,Ostectomy of clavicle,21A,W04
48406-08,Ostectomy of clavicle,21B,X06
48406-09,Ostectomy of scapula,01,B03
48406-09,Ostectomy of scapula,04,E02
48406-09,Ostectomy of scapula,08,I12
48406-09,Ostectomy of scapula,08,I28
48406-09,Ostectomy of scapula,21A,W04
48406-09,Ostectomy of scapula,21B,X06
48406-10,Osteotomy of rib,04,E02
48406-10,Osteotomy of rib,08,I12
48406-10,Osteotomy of rib,08,I28
48406-10,Osteotomy of rib,21A,W04
48406-10,Osteotomy of rib,21B,X06
48406-11,Partial ostectomy of rib,01,B03
48406-11,Partial ostectomy of rib,04,E02
48406-11,Partial ostectomy of rib,08,I12
48406-11,Partial ostectomy of rib,08,I28
48406-11,Partial ostectomy of rib,21A,W04
48406-11,Partial ostectomy of rib,21B,X06
48406-12,Total ostectomy of rib,01,B03
48406-12,Total ostectomy of rib,04,E02
48406-12,Total ostectomy of rib,08,I12
48406-12,Total ostectomy of rib,08,I28
48406-12,Total ostectomy of rib,21A,W04
48406-12,Total ostectomy of rib,21B,X06
48406-13,Osteotomy of carpal bone,08,I12
48406-13,Osteotomy of carpal bone,08,I30
48406-13,Osteotomy of carpal bone,21A,W04
48406-13,Osteotomy of carpal bone,21B,X05
48406-14,Ostectomy of carpal bone,08,I12
48406-14,Ostectomy of carpal bone,08,I30
48406-14,Ostectomy of carpal bone,21A,W04
48406-14,Ostectomy of carpal bone,21B,X05
48406-15,Osteotomy of tarsal bone,08,I12
48406-15,Osteotomy of tarsal bone,08,I20
48406-15,Osteotomy of tarsal bone,10,K01
48406-15,Osteotomy of tarsal bone,10,K09
48406-15,Osteotomy of tarsal bone,21A,W04
48406-15,Osteotomy of tarsal bone,21B,X04
48406-16,Ostectomy of tarsal bone,08,I12
48406-16,Ostectomy of tarsal bone,08,I20
48406-16,Ostectomy of tarsal bone,10,K01
48406-16,Ostectomy of tarsal bone,10,K09
48406-16,Ostectomy of tarsal bone,21A,W04
48406-16,Ostectomy of tarsal bone,21B,X04
48409-00,Osteotomy fibula with internal fixation,08,I12
48409-00,Osteotomy fibula with internal fixation,08,I13
48409-00,Osteotomy fibula with internal fixation,21A,W04
48409-00,Osteotomy fibula with internal fixation,21B,X04
48409-01,Ostectomy fibula with internal fixation,08,I12
48409-01,Ostectomy fibula with internal fixation,08,I13
48409-01,Ostectomy fibula with internal fixation,21A,W04
48409-01,Ostectomy fibula with internal fixation,21B,X04
48409-02,Osteotomy radius with internal fixation,08,I12
48409-02,Osteotomy radius with internal fixation,08,I19
48409-02,Osteotomy radius with internal fixation,21A,W04
48409-02,Osteotomy radius with internal fixation,21B,X06
48409-03,Ostectomy radius with internal fixation,08,I12
48409-03,Ostectomy radius with internal fixation,08,I19
48409-03,Ostectomy radius with internal fixation,21A,W04
48409-03,Ostectomy radius with internal fixation,21B,X06
48409-04,Osteotomy ulna with internal fixation,08,I12
48409-04,Osteotomy ulna with internal fixation,08,I19
48409-04,Osteotomy ulna with internal fixation,21A,W04
48409-04,Osteotomy ulna with internal fixation,21B,X06
48409-05,Ostectomy of ulna with internal fixation,08,I12
48409-05,Ostectomy of ulna with internal fixation,08,I19
48409-05,Ostectomy of ulna with internal fixation,21A,W04
48409-05,Ostectomy of ulna with internal fixation,21B,X06
48409-06,Osteotomy clavicle w internal fixation,04,E02
48409-06,Osteotomy clavicle w internal fixation,08,I12
48409-06,Osteotomy clavicle w internal fixation,08,I28
48409-06,Osteotomy clavicle w internal fixation,21A,W04
48409-06,Osteotomy clavicle w internal fixation,21B,X06
48409-07,Osteotomy scapula w internal fixation,04,E02
48409-07,Osteotomy scapula w internal fixation,08,I12
48409-07,Osteotomy scapula w internal fixation,08,I28
48409-07,Osteotomy scapula w internal fixation,21A,W04
48409-07,Osteotomy scapula w internal fixation,21B,X06
48409-08,Ostectomy clavicle w internal fixation,01,B03
48409-08,Ostectomy clavicle w internal fixation,04,E02
48409-08,Ostectomy clavicle w internal fixation,08,I12
48409-08,Ostectomy clavicle w internal fixation,08,I28
48409-08,Ostectomy clavicle w internal fixation,21A,W04
48409-08,Ostectomy clavicle w internal fixation,21B,X06
48409-09,Ostectomy scapula w internal fixation,01,B03
48409-09,Ostectomy scapula w internal fixation,04,E02
48409-09,Ostectomy scapula w internal fixation,08,I12
48409-09,Ostectomy scapula w internal fixation,08,I28
48409-09,Ostectomy scapula w internal fixation,21A,W04
48409-09,Ostectomy scapula w internal fixation,21B,X06
48409-10,Osteotomy of rib with internal fixation,04,E02
48409-10,Osteotomy of rib with internal fixation,08,I12
48409-10,Osteotomy of rib with internal fixation,08,I28
48409-10,Osteotomy of rib with internal fixation,21A,W04
48409-10,Osteotomy of rib with internal fixation,21B,X06
48409-11,"Partial ostectomy rib, internal fixation",01,B03
48409-11,"Partial ostectomy rib, internal fixation",04,E02
48409-11,"Partial ostectomy rib, internal fixation",08,I12
48409-11,"Partial ostectomy rib, internal fixation",08,I28
48409-11,"Partial ostectomy rib, internal fixation",21A,W04
48409-11,"Partial ostectomy rib, internal fixation",21B,X06
48409-12,Total ostectomy rib w internal fixation,01,B03
48409-12,Total ostectomy rib w internal fixation,04,E02
48409-12,Total ostectomy rib w internal fixation,08,I12
48409-12,Total ostectomy rib w internal fixation,08,I28
48409-12,Total ostectomy rib w internal fixation,21A,W04
48409-12,Total ostectomy rib w internal fixation,21B,X06
48409-13,"Osteotomy carpal bone, internal fixation",08,I12
48409-13,"Osteotomy carpal bone, internal fixation",08,I30
48409-13,"Osteotomy carpal bone, internal fixation",21A,W04
48409-13,"Osteotomy carpal bone, internal fixation",21B,X05
48409-14,"Ostectomy carpal bone, internal fixation",08,I12
48409-14,"Ostectomy carpal bone, internal fixation",08,I30
48409-14,"Ostectomy carpal bone, internal fixation",21A,W04
48409-14,"Ostectomy carpal bone, internal fixation",21B,X05
48409-15,Osteotomy of tarsal bone with IF,08,I12
48409-15,Osteotomy of tarsal bone with IF,08,I20
48409-15,Osteotomy of tarsal bone with IF,10,K01
48409-15,Osteotomy of tarsal bone with IF,10,K09
48409-15,Osteotomy of tarsal bone with IF,21A,W04
48409-15,Osteotomy of tarsal bone with IF,21B,X04
48409-16,"Ostectomy tarsal bone, internal fixation",08,I12
48409-16,"Ostectomy tarsal bone, internal fixation",08,I20
48409-16,"Ostectomy tarsal bone, internal fixation",10,K01
48409-16,"Ostectomy tarsal bone, internal fixation",10,K09
48409-16,"Ostectomy tarsal bone, internal fixation",21A,W04
48409-16,"Ostectomy tarsal bone, internal fixation",21B,X04
48412-00,Osteotomy of humerus,08,I12
48412-00,Osteotomy of humerus,08,I13
48412-00,Osteotomy of humerus,21A,W04
48412-00,Osteotomy of humerus,21B,X06
48412-01,Ostectomy of humerus,08,I12
48412-01,Ostectomy of humerus,08,I13
48412-01,Ostectomy of humerus,21A,W04
48412-01,Ostectomy of humerus,21B,X06
48415-00,Osteotomy humerus with internal fixation,08,I12
48415-00,Osteotomy humerus with internal fixation,08,I13
48415-00,Osteotomy humerus with internal fixation,21A,W04
48415-00,Osteotomy humerus with internal fixation,21B,X06
48415-01,Ostectomy humerus with internal fixation,08,I12
48415-01,Ostectomy humerus with internal fixation,08,I13
48415-01,Ostectomy humerus with internal fixation,21A,W04
48415-01,Ostectomy humerus with internal fixation,21B,X06
48418-00,Osteotomy of tibia,08,I12
48418-00,Osteotomy of tibia,08,I13
48418-00,Osteotomy of tibia,21A,W04
48418-00,Osteotomy of tibia,21B,X04
48418-01,Ostectomy of tibia,08,I12
48418-01,Ostectomy of tibia,08,I13
48418-01,Ostectomy of tibia,21A,W04
48418-01,Ostectomy of tibia,21B,X04
48421-00,Osteotomy tibia with internal fixation,08,I12
48421-00,Osteotomy tibia with internal fixation,08,I13
48421-00,Osteotomy tibia with internal fixation,21A,W04
48421-00,Osteotomy tibia with internal fixation,21B,X04
48421-01,Ostectomy tibia with internal fixation,08,I12
48421-01,Ostectomy tibia with internal fixation,08,I13
48421-01,Ostectomy tibia with internal fixation,21A,W04
48421-01,Ostectomy tibia with internal fixation,21B,X04
48424-00,Osteotomy of pelvis,08,I08
48424-00,Osteotomy of pelvis,21A,W04
48424-00,Osteotomy of pelvis,21B,X06
48424-01,Osteotomy of proximal femur,01,B06
48424-01,Osteotomy of proximal femur,08,I08
48424-01,Osteotomy of proximal femur,21A,W02
48424-01,Osteotomy of proximal femur,21B,X04
48424-02,Osteotomy of mid femur,01,B06
48424-02,Osteotomy of mid femur,08,I08
48424-02,Osteotomy of mid femur,21A,W02
48424-02,Osteotomy of mid femur,21B,X04
48424-03,Ostectomy of pelvis,08,I08
48424-03,Ostectomy of pelvis,10,K09
48424-03,Ostectomy of pelvis,21A,W04
48424-03,Ostectomy of pelvis,21B,X06
48424-04,Ostectomy of proximal femur,08,I08
48424-04,Ostectomy of proximal femur,21A,W02
48424-04,Ostectomy of proximal femur,21B,X04
48424-05,Ostectomy of mid femur,08,I08
48424-05,Ostectomy of mid femur,21A,W02
48424-05,Ostectomy of mid femur,21B,X04
48424-06,Osteotomy of distal femur,01,B06
48424-06,Osteotomy of distal femur,08,I08
48424-06,Osteotomy of distal femur,21A,W02
48424-06,Osteotomy of distal femur,21B,X04
48424-07,Ostectomy of distal femur,08,I08
48424-07,Ostectomy of distal femur,21A,W02
48424-07,Ostectomy of distal femur,21B,X04
48427-00,Osteotomy pelvis with internal fixation,08,I08
48427-00,Osteotomy pelvis with internal fixation,21A,W04
48427-00,Osteotomy pelvis with internal fixation,21B,X06
48427-01,Osteotomy proximal femur with IF,01,B06
48427-01,Osteotomy proximal femur with IF,08,I08
48427-01,Osteotomy proximal femur with IF,21A,W02
48427-01,Osteotomy proximal femur with IF,21B,X04
48427-02,"Osteotomy mid femur, internal fixation",01,B06
48427-02,"Osteotomy mid femur, internal fixation",08,I08
48427-02,"Osteotomy mid femur, internal fixation",21A,W02
48427-02,"Osteotomy mid femur, internal fixation",21B,X04
48427-03,Ostectomy pelvis with internal fixation,08,I08
48427-03,Ostectomy pelvis with internal fixation,10,K09
48427-03,Ostectomy pelvis with internal fixation,21A,W04
48427-03,Ostectomy pelvis with internal fixation,21B,X06
48427-04,Ostectomy of proximal femur with IF,08,I08
48427-04,Ostectomy of proximal femur with IF,21A,W02
48427-04,Ostectomy of proximal femur with IF,21B,X04
48427-05,Ostectomy of mid femur with IF,08,I08
48427-05,Ostectomy of mid femur with IF,21A,W02
48427-05,Ostectomy of mid femur with IF,21B,X04
48427-06,Osteotomy distal femur internal fixation,01,B06
48427-06,Osteotomy distal femur internal fixation,08,I08
48427-06,Osteotomy distal femur internal fixation,21A,W02
48427-06,Osteotomy distal femur internal fixation,21B,X04
48427-07,Ostectomy distal femur with IF,08,I08
48427-07,Ostectomy distal femur with IF,21A,W02
48427-07,Ostectomy distal femur with IF,21B,X04
48500-00,Epiphysiodesis of femur,01,B06
48500-00,Epiphysiodesis of femur,08,I08
48500-00,Epiphysiodesis of femur,21A,W04
48500-00,Epiphysiodesis of femur,21B,X04
48503-00,Epiphysiodesis of tibia or fibula,08,I12
48503-00,Epiphysiodesis of tibia or fibula,08,I13
48503-00,Epiphysiodesis of tibia or fibula,21A,W04
48503-00,Epiphysiodesis of tibia or fibula,21B,X04
48506-00,Epiphysiodesis of femur & tibia & fibula,01,B06
48506-00,Epiphysiodesis of femur & tibia & fibula,08,I08
48506-00,Epiphysiodesis of femur & tibia & fibula,21A,W04
48506-00,Epiphysiodesis of femur & tibia & fibula,21B,X04
48509-00,"Epiphysiodesis, not elsewhere classified",08,I12
48509-00,"Epiphysiodesis, not elsewhere classified",08,I28
48509-00,"Epiphysiodesis, not elsewhere classified",21A,W04
48509-00,"Epiphysiodesis, not elsewhere classified",21B,X04
48509-00,"Epiphysiodesis, not elsewhere classified",21B,X05
48509-00,"Epiphysiodesis, not elsewhere classified",21B,X06
48512-00,Epiphysiolysis,08,I12
48512-00,Epiphysiolysis,08,I28
48512-00,Epiphysiolysis,21A,W04
48512-00,Epiphysiolysis,21B,X04
48512-00,Epiphysiolysis,21B,X05
48512-00,Epiphysiolysis,21B,X06
48900-00,Excision of coraco-acromial ligament,08,I12
48900-00,Excision of coraco-acromial ligament,08,I16
48900-00,Excision of coraco-acromial ligament,21A,W04
48900-00,Excision of coraco-acromial ligament,21B,X06
48900-01,"Excision calcium deposit, rotator cuff",08,I12
48900-01,"Excision calcium deposit, rotator cuff",08,I16
48900-01,"Excision calcium deposit, rotator cuff",21A,W04
48900-01,"Excision calcium deposit, rotator cuff",21B,X06
48903-00,Decompression of subacromial space,08,I12
48903-00,Decompression of subacromial space,08,I16
48903-00,Decompression of subacromial space,21A,W04
48903-00,Decompression of subacromial space,21B,X06
48906-00,Repair of rotator cuff,08,I12
48906-00,Repair of rotator cuff,08,I16
48906-00,Repair of rotator cuff,21A,W04
48906-00,Repair of rotator cuff,21B,X06
48909-00,Rep rotator cuff decomp subacrom space,08,I12
48909-00,Rep rotator cuff decomp subacrom space,08,I16
48909-00,Rep rotator cuff decomp subacrom space,21A,W04
48909-00,Rep rotator cuff decomp subacrom space,21B,X06
48912-00,Arthrotomy of shoulder,08,I12
48912-00,Arthrotomy of shoulder,08,I16
48912-00,Arthrotomy of shoulder,21A,W04
48912-00,Arthrotomy of shoulder,21B,X06
48915-00,Hemiarthroplasty of shoulder,08,I05
48915-00,Hemiarthroplasty of shoulder,21A,W04
48915-00,Hemiarthroplasty of shoulder,21B,X06
48918-00,Total arthroplasty of shoulder,08,I05
48918-00,Total arthroplasty of shoulder,21A,W04
48918-00,Total arthroplasty of shoulder,21B,X06
48921-00,Revision total arthroplasty of shoulder,08,I05
48921-00,Revision total arthroplasty of shoulder,21A,W04
48921-00,Revision total arthroplasty of shoulder,21B,X06
48924-00,Rev tot arthroplasty shoulder w bone gft,08,I05
48924-00,Rev tot arthroplasty shoulder w bone gft,21A,W04
48924-00,Rev tot arthroplasty shoulder w bone gft,21B,X06
48927-00,Removal of shoulder prosthesis,08,I12
48927-00,Removal of shoulder prosthesis,08,I23
48927-00,Removal of shoulder prosthesis,21A,W04
48927-00,Removal of shoulder prosthesis,21B,X06
48930-00,Stabilisation of shoulder,08,I12
48930-00,Stabilisation of shoulder,08,I16
48930-00,Stabilisation of shoulder,21A,W04
48930-00,Stabilisation of shoulder,21B,X06
48936-00,Synovectomy of shoulder,08,I12
48936-00,Synovectomy of shoulder,08,I16
48936-00,Synovectomy of shoulder,21A,W04
48936-00,Synovectomy of shoulder,21B,X06
48939-00,Arthrodesis of shoulder,01,B06
48939-00,Arthrodesis of shoulder,08,I12
48939-00,Arthrodesis of shoulder,08,I16
48939-00,Arthrodesis of shoulder,10,K09
48939-00,Arthrodesis of shoulder,21A,W04
48939-00,Arthrodesis of shoulder,21B,X06
48942-00,"Arthrodesis shoulder, removal prosthesis",01,B06
48942-00,"Arthrodesis shoulder, removal prosthesis",08,I12
48942-00,"Arthrodesis shoulder, removal prosthesis",08,I16
48942-00,"Arthrodesis shoulder, removal prosthesis",10,K09
48942-00,"Arthrodesis shoulder, removal prosthesis",21A,W04
48942-00,"Arthrodesis shoulder, removal prosthesis",21B,X06
48945-00,Arthroscopy of shoulder,08,I12
48945-00,Arthroscopy of shoulder,08,I24
48945-00,Arthroscopy of shoulder,21A,W04
48945-00,Arthroscopy of shoulder,21B,X06
48945-01,Arthroscopic biopsy of shoulder,08,I12
48945-01,Arthroscopic biopsy of shoulder,08,I25
48948-00,Arthroscopic debridement of shoulder,08,I12
48948-00,Arthroscopic debridement of shoulder,08,I16
48948-00,Arthroscopic debridement of shoulder,21A,W04
48948-00,Arthroscopic debridement of shoulder,21B,X06
48948-01,Arthroscopic removal loose body shoulder,08,I12
48948-01,Arthroscopic removal loose body shoulder,08,I16
48948-01,Arthroscopic removal loose body shoulder,21A,W04
48948-01,Arthroscopic removal loose body shoulder,21B,X06
48948-02,Arthroscopic chondroplasty of shoulder,08,I12
48948-02,Arthroscopic chondroplasty of shoulder,08,I16
48948-02,Arthroscopic chondroplasty of shoulder,21A,W04
48948-02,Arthroscopic chondroplasty of shoulder,21B,X06
48948-03,Chondroplasty of shoulder,08,I12
48948-03,Chondroplasty of shoulder,08,I16
48948-03,Chondroplasty of shoulder,21A,W04
48948-03,Chondroplasty of shoulder,21B,X06
48951-00,Arthro decomp subacrom space,08,I12
48951-00,Arthro decomp subacrom space,08,I16
48951-00,Arthro decomp subacrom space,21A,W04
48951-00,Arthro decomp subacrom space,21B,X06
48954-00,Arthroscopic synovectomy of shoulder,08,I12
48954-00,Arthroscopic synovectomy of shoulder,08,I16
48954-00,Arthroscopic synovectomy of shoulder,21A,W04
48954-00,Arthroscopic synovectomy of shoulder,21B,X06
48957-00,Arthroscopic stabilisation of shoulder,01,B06
48957-00,Arthroscopic stabilisation of shoulder,08,I12
48957-00,Arthroscopic stabilisation of shoulder,08,I16
48957-00,Arthroscopic stabilisation of shoulder,10,K09
48957-00,Arthroscopic stabilisation of shoulder,21A,W04
48957-00,Arthroscopic stabilisation of shoulder,21B,X06
48960-00,Arthroscopic reconstruction of shoulder,08,I12
48960-00,Arthroscopic reconstruction of shoulder,08,I16
48960-00,Arthroscopic reconstruction of shoulder,21A,W04
48960-00,Arthroscopic reconstruction of shoulder,21B,X06
49100-00,Arthrotomy of elbow,08,I12
49100-00,Arthrotomy of elbow,08,I19
49100-00,Arthrotomy of elbow,10,K09
49100-00,Arthrotomy of elbow,21A,W04
49100-00,Arthrotomy of elbow,21B,X06
49100-01,Removal of loose body of elbow,08,I12
49100-01,Removal of loose body of elbow,08,I19
49100-01,Removal of loose body of elbow,10,K09
49100-01,Removal of loose body of elbow,21A,W04
49100-01,Removal of loose body of elbow,21B,X06
49100-02,Release of elbow contracture,08,I12
49100-02,Release of elbow contracture,08,I19
49100-02,Release of elbow contracture,21A,W04
49100-02,Release of elbow contracture,21B,X06
49103-00,Stabilisation of elbow,01,B06
49103-00,Stabilisation of elbow,08,I12
49103-00,Stabilisation of elbow,08,I19
49103-00,Stabilisation of elbow,21A,W04
49103-00,Stabilisation of elbow,21B,X06
49103-01,Arthroscopic stabilisation of elbow,01,B06
49103-01,Arthroscopic stabilisation of elbow,08,I12
49103-01,Arthroscopic stabilisation of elbow,08,I19
49103-01,Arthroscopic stabilisation of elbow,21A,W04
49103-01,Arthroscopic stabilisation of elbow,21B,X06
49106-00,Arthrodesis of elbow,01,B06
49106-00,Arthrodesis of elbow,08,I12
49106-00,Arthrodesis of elbow,08,I19
49106-00,Arthrodesis of elbow,21A,W04
49106-00,Arthrodesis of elbow,21B,X06
49109-00,Arthroscopic synovectomy of elbow,08,I12
49109-00,Arthroscopic synovectomy of elbow,08,I19
49109-00,Arthroscopic synovectomy of elbow,21A,W04
49109-00,Arthroscopic synovectomy of elbow,21B,X06
49109-01,Synovectomy of elbow,08,I12
49109-01,Synovectomy of elbow,08,I19
49109-01,Synovectomy of elbow,21A,W04
49109-01,Synovectomy of elbow,21B,X06
49109-02,Arthroscopic debridement of elbow,08,I12
49109-02,Arthroscopic debridement of elbow,08,I24
49109-02,Arthroscopic debridement of elbow,21A,W04
49109-02,Arthroscopic debridement of elbow,21B,X06
49115-00,Total arthroplasty of elbow,08,I05
49115-00,Total arthroplasty of elbow,21A,W04
49115-00,Total arthroplasty of elbow,21B,X06
49116-00,Revision arthroplasty of elbow,08,I05
49116-00,Revision arthroplasty of elbow,21A,W04
49116-00,Revision arthroplasty of elbow,21B,X06
49117-00,Rev arthroplasty of elbow w bone gft,08,I05
49117-00,Rev arthroplasty of elbow w bone gft,21A,W04
49117-00,Rev arthroplasty of elbow w bone gft,21B,X06
49118-00,Arthroscopy of elbow,08,I12
49118-00,Arthroscopy of elbow,08,I24
49118-00,Arthroscopy of elbow,21A,W04
49118-00,Arthroscopy of elbow,21B,X06
49118-01,Arthroscopic biopsy of elbow,08,I12
49118-01,Arthroscopic biopsy of elbow,08,I25
49121-00,Arthroscopic drilling of defect of elbow,08,I12
49121-00,Arthroscopic drilling of defect of elbow,08,I19
49121-00,Arthroscopic drilling of defect of elbow,21A,W04
49121-00,Arthroscopic drilling of defect of elbow,21B,X06
49121-01,Arthroscopic removal loose body elbow,08,I12
49121-01,Arthroscopic removal loose body elbow,08,I19
49121-01,Arthroscopic removal loose body elbow,10,K09
49121-01,Arthroscopic removal loose body elbow,21A,W04
49121-01,Arthroscopic removal loose body elbow,21B,X06
49121-02,Arthroscopic chondroplasty of elbow,08,I12
49121-02,Arthroscopic chondroplasty of elbow,08,I19
49121-02,Arthroscopic chondroplasty of elbow,21A,W04
49121-02,Arthroscopic chondroplasty of elbow,21B,X06
49121-03,Arthroscopic osteoplasty of elbow,08,I12
49121-03,Arthroscopic osteoplasty of elbow,08,I19
49121-03,Arthroscopic osteoplasty of elbow,21A,W04
49121-03,Arthroscopic osteoplasty of elbow,21B,X06
49121-04,Arthroscopic release elbow contracture,08,I12
49121-04,Arthroscopic release elbow contracture,08,I19
49121-04,Arthroscopic release elbow contracture,21A,W04
49121-04,Arthroscopic release elbow contracture,21B,X06
49121-05,Osteoplasty of elbow,08,I12
49121-05,Osteoplasty of elbow,08,I19
49121-05,Osteoplasty of elbow,21A,W04
49121-05,Osteoplasty of elbow,21B,X06
49121-06,Chondroplasty of elbow,08,I12
49121-06,Chondroplasty of elbow,08,I19
49121-06,Chondroplasty of elbow,21A,W04
49121-06,Chondroplasty of elbow,21B,X06
49200-00,Arthrodesis of radiocarpal joint,01,B06
49200-00,Arthrodesis of radiocarpal joint,08,I12
49200-00,Arthrodesis of radiocarpal joint,08,I30
49200-00,Arthrodesis of radiocarpal joint,21A,W04
49200-00,Arthrodesis of radiocarpal joint,21B,X05
49203-00,Arthrodesis of intercarpal joint,01,B06
49203-00,Arthrodesis of intercarpal joint,08,I12
49203-00,Arthrodesis of intercarpal joint,08,I30
49203-00,Arthrodesis of intercarpal joint,21A,W04
49203-00,Arthrodesis of intercarpal joint,21B,X05
49206-00,Excision arthroplasty of wrist,08,I12
49206-00,Excision arthroplasty of wrist,08,I30
49206-00,Excision arthroplasty of wrist,21A,W04
49206-00,Excision arthroplasty of wrist,21B,X05
49209-00,Arthroplasty of wrist,08,I05
49209-00,Arthroplasty of wrist,21A,W04
49209-00,Arthroplasty of wrist,21B,X05
49210-00,Revision arthroplasty of wrist,08,I05
49210-00,Revision arthroplasty of wrist,21A,W04
49210-00,Revision arthroplasty of wrist,21B,X05
49211-00,Rev arthroplasty of wrist w bone gft,08,I05
49211-00,Rev arthroplasty of wrist w bone gft,21A,W04
49211-00,Rev arthroplasty of wrist w bone gft,21B,X05
49212-00,Arthrotomy of wrist,08,I12
49212-00,Arthrotomy of wrist,08,I30
49212-00,Arthrotomy of wrist,21A,W04
49212-00,Arthrotomy of wrist,21B,X05
49215-00,Reconstruction of wrist,01,B06
49215-00,Reconstruction of wrist,01,B07
49215-00,Reconstruction of wrist,08,I12
49215-00,Reconstruction of wrist,08,I30
49215-00,Reconstruction of wrist,21A,W04
49215-00,Reconstruction of wrist,21B,X05
49218-00,Arthroscopy of wrist,08,I12
49218-00,Arthroscopy of wrist,08,I24
49218-00,Arthroscopy of wrist,21A,W04
49218-00,Arthroscopy of wrist,21B,X05
49218-01,Arthroscopic biopsy of wrist,08,I12
49218-01,Arthroscopic biopsy of wrist,08,I25
49221-00,Arthroscopic drilling of defect of wrist,08,I12
49221-00,Arthroscopic drilling of defect of wrist,08,I30
49221-00,Arthroscopic drilling of defect of wrist,21A,W04
49221-00,Arthroscopic drilling of defect of wrist,21B,X05
49221-01,Arthroscopic removal loose body wrist,08,I12
49221-01,Arthroscopic removal loose body wrist,08,I30
49221-01,Arthroscopic removal loose body wrist,21A,W04
49221-01,Arthroscopic removal loose body wrist,21B,X05
49221-02,Arthroscopic release adhesions of wrist,08,I12
49221-02,Arthroscopic release adhesions of wrist,08,I30
49221-02,Arthroscopic release adhesions of wrist,21A,W04
49221-02,Arthroscopic release adhesions of wrist,21B,X05
49224-00,Arthroscopic debridement of wrist,08,I12
49224-00,Arthroscopic debridement of wrist,08,I30
49224-00,Arthroscopic debridement of wrist,09,J11
49224-00,Arthroscopic debridement of wrist,21A,W04
49224-00,Arthroscopic debridement of wrist,21B,X05
49224-01,Arthroscopic synovectomy of wrist,08,I12
49224-01,Arthroscopic synovectomy of wrist,08,I30
49224-01,Arthroscopic synovectomy of wrist,09,J11
49224-01,Arthroscopic synovectomy of wrist,21A,W04
49224-01,Arthroscopic synovectomy of wrist,21B,X05
49224-02,Arthroscopic osteoplasty of wrist,08,I12
49224-02,Arthroscopic osteoplasty of wrist,08,I30
49224-02,Arthroscopic osteoplasty of wrist,21A,W04
49224-02,Arthroscopic osteoplasty of wrist,21B,X05
49224-03,Arthroscopic chondroplasty of wrist,08,I12
49224-03,Arthroscopic chondroplasty of wrist,08,I30
49224-03,Arthroscopic chondroplasty of wrist,21A,W04
49224-03,Arthroscopic chondroplasty of wrist,21B,X05
49224-04,Chondroplasty of wrist,08,I12
49224-04,Chondroplasty of wrist,08,I30
49224-04,Chondroplasty of wrist,21A,W04
49224-04,Chondroplasty of wrist,21B,X05
49224-05,Osteoplasty of wrist,08,I12
49224-05,Osteoplasty of wrist,08,I30
49224-05,Osteoplasty of wrist,21A,W04
49224-05,Osteoplasty of wrist,21B,X05
49227-01,Stabilisation of wrist,08,I12
49227-01,Stabilisation of wrist,08,I30
49227-01,Stabilisation of wrist,21A,W04
49227-01,Stabilisation of wrist,21B,X05
49227-02,Arthroscopic stabilisation of wrist,08,I12
49227-02,Arthroscopic stabilisation of wrist,08,I30
49227-02,Arthroscopic stabilisation of wrist,21A,W04
49227-02,Arthroscopic stabilisation of wrist,21B,X05
49300-00,Arthrodesis of sacro-iliac joint,01,B03
49300-00,Arthrodesis of sacro-iliac joint,01,B06
49300-00,Arthrodesis of sacro-iliac joint,08,I06
49300-00,Arthrodesis of sacro-iliac joint,08,I09
49300-00,Arthrodesis of sacro-iliac joint,21A,W04
49300-00,Arthrodesis of sacro-iliac joint,21B,X06
49303-00,Arthrotomy of hip,08,I08
49303-00,Arthrotomy of hip,21A,W02
49303-00,Arthrotomy of hip,21B,X04
49306-00,Arthrodesis of hip,01,B06
49306-00,Arthrodesis of hip,08,I08
49306-00,Arthrodesis of hip,21A,W02
49306-00,Arthrodesis of hip,21B,X04
49312-00,Excision arthroplasty of hip,01,B06
49312-00,Excision arthroplasty of hip,08,I08
49312-00,Excision arthroplasty of hip,21A,W02
49312-00,Excision arthroplasty of hip,21B,X04
49315-00,Partial arthroplasty of hip,08,I01
49315-00,Partial arthroplasty of hip,08,I03
49315-00,Partial arthroplasty of hip,08,I33
49315-00,Partial arthroplasty of hip,10,K09
49315-00,Partial arthroplasty of hip,21A,W02
49315-00,Partial arthroplasty of hip,21B,X04
49318-00,"Total arthroplasty of hip, unilateral",08,I01
49318-00,"Total arthroplasty of hip, unilateral",08,I03
49318-00,"Total arthroplasty of hip, unilateral",08,I33
49318-00,"Total arthroplasty of hip, unilateral",21A,W02
49318-00,"Total arthroplasty of hip, unilateral",21B,X04
49319-00,"Total arthroplasty of hip, bilateral",08,I01
49319-00,"Total arthroplasty of hip, bilateral",21A,W02
49319-00,"Total arthroplasty of hip, bilateral",21B,X04
49324-00,Revision of total arthroplasty of hip,08,I01
49324-00,Revision of total arthroplasty of hip,08,I31
49324-00,Revision of total arthroplasty of hip,10,K09
