code,description,age_l,age_h,sex
O96.0,Death fr dir obst caus >42 days <1 yr,210,260,FEML
O96.1,Death fr indir obst caus >42 days <1 yr,210,260,FEML
O96.9,Death fr unsp obst caus >42 days <1 yr,210,260,FEML
O97.0,Death from direct obst cause >= 1 year,210,260,FEML
O97.1,Death from indirect obst cause >= 1 year,210,260,FEML
O97.9,Death from unsp obst cause >= 1 year,210,260,FEML
O98.0,Tuberculosis in preg brth puerperium,210,260,FEML
O98.1,Syphilis in preg brth & puerperium,210,260,FEML
O98.2,Gonorrhoea in preg brth & puerperium,210,260,FEML
O98.3,Oth infectn predom sex in preg brth,210,260,FEML
O98.4,Viral hepatitis in preg brth puerp,210,260,FEML
O98.5,Oth viral dis in preg brth puerperium,210,260,FEML
O98.6,Protozoal dis in preg brth puerperium,210,260,FEML
O98.7,HIV disease in preg birth puerperium,210,260,FEML
O98.8,Oth mat infect dis in preg brth puerp,210,260,FEML
O98.9,Unsp mat infect dis in preg brth,210,260,FEML
O99.00,"Anm in preg brth & puerp, ?",210,260,FEML
O99.01,Anaemia in pregnancy,210,260,FEML
O99.02,Anm in preg w pre-exist anm,210,260,FEML
O99.03,Anm in brth & puerp,210,260,FEML
O99.04,"Anm in brth & puerp, w pre-exist anm",210,260,FEML
O99.1,Oth dis blood immune mechn preg brth,210,260,FEML
O99.2,Endo nutrit & metab dis preg brth puerp,210,260,FEML
O99.31,Mental disorders in preg brth & puerp,210,260,FEML
O99.32,Diseases nervous sys in preg brth puerp,210,260,FEML
O99.4,Dis circulatory system preg brth puerp,210,260,FEML
O99.5,Dis respiratory sys preg brth & puerp,210,260,FEML
O99.6,Dis digestive system preg brth puerp,210,260,FEML
O99.7,Dis skin sbc tis preg brth & puerp,210,260,FEML
O99.8,Oth spec dis in preg brth puerp,210,260,FEML
P00.0,Fetus & newborn aff by mat H/T disrd,0,201,
P00.1,Fetus & newborn aff by mat urinary dis,0,201,
P00.2,Fetus & newborn aff by mat infect dis,0,201,
P00.3,Fetus newborn aff oth mat circ resp dis,0,201,
P00.4,Fetus & newborn aff mat nutrit disrd,0,201,
P00.5,Fetus & newborn aff by maternal injury,0,201,
P00.6,Fetus & newborn aff by maternal surgery,0,201,
P00.7,Fetus newborn aff oth mat med proc NEC,0,201,
P00.8,Fetus & newborn aff by oth mat cond,0,201,
P00.9,Fetus & newborn aff by mat cond unsp,0,201,
P01.0,Fetus & newborn aff incompetent cervix,0,201,
P01.1,Fetus & newborn affected by PROM,0,201,
P01.2,Fetus & newborn aff oligohydramnios,0,201,
P01.3,Fetus & newborn aff polyhydramnios,0,201,
P01.4,Fetus & newborn aff by ectop pregnancy,0,201,
P01.5,Fetus & newborn aff by multiple preg,0,201,
P01.6,Fetus & newborn aff by maternal death,0,201,
P01.7,Fetus newborn aff malpres before labour,0,201,
P01.8,Fetus & newborn aff by oth mat comp preg,0,201,
P01.9,Fetus & newb aff by mat comp preg unsp,0,201,
P02.0,Fetus & newborn aff by placenta praevia,0,201,
P02.1,Fetus & newborn aff oth placnt sep haem,0,201,
P02.2,Fetus aff oth morph fn abn placenta,0,201,
P02.3,Fetus & newborn aff placnt transfn syndr,0,201,
P02.4,Fetus & newborn aff by prolapsed cord,0,201,
P02.5,Fetus newborn aff oth compression umb,0,201,
P02.6,Fetus & newborn aff oth cond umb cord,0,201,
P02.7,Fetus & newborn aff by chorioamnionitis,0,201,
P02.8,Fetus & newborn aff by oth abn membranes,0,201,
P02.9,Fetus & newb by aff abn membranes unsp,0,201,
P03.0,Fetus & newborn aff by breech delivery,0,201,
P03.1,Fetus newborn aff oth malpres in labour,0,201,
P03.2,Fetus & newborn aff by forceps delivery,0,201,
P03.3,Fetus & newborn aff by vacuum extr,0,201,
P03.4,Fetus & newborn aff caesarean delivery,0,201,
P03.5,Fetus & newborn aff precipitate delivery,0,201,
P03.6,Fetus newborn aff abn uterine contrctn,0,201,
P03.8,Fetus newborn aff oth spec comp labour,0,201,
P03.9,Fetus newborn aff comp labour delv unsp,0,201,
P04.0,Fetus & newborn aff mat anaes analgesia,0,201,
P04.1,Fetus & newborn aff oth mat medication,0,201,
P04.2,Fetus & newborn affected mat use tobacco,0,201,
P04.3,Fetus & newborn affected mat use alcohol,0,201,
P04.4,Fetus newborn aff mat use drugs addictn,0,201,
P04.5,Fetus aff mat use nutrit chem subs,0,201,
P04.6,Fetus aff mat exp envir chem subs,0,201,
P04.8,Fetus newborn aff oth mat noxious subs,0,201,
P04.9,Fetus aff mat noxious influence unsp,0,201,
P05.0,Light for gestational age,0,201,
P05.1,Small for gestational age,0,201,
P05.2,Fetal malnutrition wo small gest age,0,201,
P05.9,Slow fetal growth unspecified,0,201,
P07.01,Extremely low birth weight 499g or less,0,201,
P07.02,Extremely low birth weight 500-749g,0,201,
P07.11,Other low birth weight 1000-1249g,0,201,
P07.12,Other low birth weight 1250-1499g,0,201,
P07.13,Other low birth weight 1500-2499g,0,201,
P07.40,Extrme prematurity unsp gestational age,0,201,
P07.41,Extrme prem gest age < 22 compl wk,0,201,
P07.42,Extrme premarity gest age 22 compl wk,0,201,
P07.43,Extrme premarity gest age 23 compl wk,0,201,
P07.44,Extrme premarity gest age 24 compl wk,0,201,
P07.45,Extrme premarity gest age 25 compl wk,0,201,
P07.46,Extrme premarity gest age 26 compl wk,0,201,
P07.47,Extrme premarity gest age 27 compl wk,0,201,
P07.50,Preterm infant unspecified,0,201,
P07.51,"Pret infant, gestational age 28 compl wk",0,201,
P07.52,"Pret infant, gestational age 29 compl wk",0,201,
P07.53,"Pret infant, gestational age 30 compl wk",0,201,
P07.54,"Pret infant, gestational age 31 compl wk",0,201,
P07.55,"Pret infant, gestational age 32 compl wk",0,201,
P07.56,"Pret infant, gestational age 33 compl wk",0,201,
P07.57,"Pret infant, gestational age 34 compl wk",0,201,
P07.58,"Pret infant, gestational age 35 compl wk",0,201,
P07.59,"Pret infant, gestational age 36 compl wk",0,201,
P08.0,Exceptionally large baby,0,201,
P08.1,Other heavy for gestational age infants,0,201,
P08.2,Post-term infant not heavy for gest age,0,201,
P10.0,Subdural haemorrhage due to birth trauma,0,201,
P10.1,Cerebral haemorrhage due to birth trauma,0,201,
P10.2,Intraventricular haem dt birth trauma,0,201,
P10.3,Subarachnoid haemorrhage dt birth trauma,0,201,
P10.4,Tentorial tear due to birth trauma,0,201,
P10.8,Other intrcran lacr haem dt birth trauma,0,201,
P10.9,Unsp intrcran lacr haem dt birth trauma,0,201,
P11.0,Cerebral oedema due to birth trauma,0,201,
P11.1,Oth spec brain damage dt birth trauma,0,201,
P11.2,Unsp brain damage due to birth trauma,0,201,
P11.3,Birth trauma to facial nerve,0,201,
P11.4,Birth trauma to other cranial nerves,0,201,
P11.5,Birth trauma to spine and spinal cord,0,201,
P11.9,Birth trauma to CNS unsp,0,201,
P12.0,Cephalhaematoma due to birth trauma,0,201,
P12.1,Chignon due to birth trauma,0,201,
P12.2,Epicranial subaponeurotic haem birth inj,0,201,
P12.3,Bruising of scalp due to birth trauma,0,201,
P12.4,Monitoring trauma of scalp of newborn,0,201,
P12.8,Other birth trauma to scalp,0,201,
P12.9,Birth trauma to scalp unspecified,0,201,
P13.0,Fracture of skull due to birth trauma,0,201,
P13.1,Other birth trauma to skull,0,201,
P13.2,Birth trauma to femur,0,201,
P13.3,Birth trauma to other long bones,0,201,
P13.4,Fracture of clavicle due to birth trauma,0,201,
P13.8,Birth trauma to oth parts of skeleton,0,201,
P13.9,Birth trauma to skeleton unspecified,0,201,
P14.0,Erb's paralysis due to birth trauma,0,201,
P14.1,Klumpke's paralysis due to birth trauma,0,201,
P14.2,Phrenic nerve paralysis dt birth trauma,0,201,
P14.3,Other brachial plexus birth trauma,0,201,
P14.8,Birth trauma to other perph nervous sys,0,201,
P14.9,Birth trauma to perph nervous sys unsp,0,201,
P15.0,Birth trauma to liver,0,201,
P15.1,Birth trauma to spleen,0,201,
P15.2,Sternomastoid trauma due to birth trauma,0,201,
P15.3,Birth trauma to eye,0,201,
P15.4,Birth trauma to face,0,201,
P15.5,Birth trauma to external genitalia,0,201,
P15.6,Sbc fat necrosis dt birth trauma,0,201,
P15.8,Other specified birth trauma,0,201,
P15.9,Birth trauma unspecified,0,201,
P20.0,Intrauterine hypoxia before onset labour,0,201,
P20.1,Intrauterine hypoxia during labour,0,201,
P20.9,Intrauterine hypoxia unspecified,0,201,
P21.0,Severe birth asphyxia,0,201,
P21.1,Mild and moderate birth asphyxia,0,201,
P21.9,Birth asphyxia unspecified,0,201,
P22.0,Respiratory distress syndrome of newborn,0,201,
P22.1,Transient tachypnoea of newborn,0,201,
P22.8,Other respiratory distress of newborn,0,201,
P22.9,Respiratory distress of newborn unsp,0,201,
P23.0,Congenital pneumonia due to viral agent,0,201,
P23.1,Congenital pneumonia due to Chlamydia,0,201,
P23.2,Congenital pneumonia dt Staphylococcus,0,201,
P23.3,Cong pneumonia dt Strep B,0,201,
P23.4,Congenital pneumonia dt Escherichia coli,0,201,
P23.5,Congenital pneumonia due to Pseudomonas,0,201,
P23.6,Cong pneumonia dt oth bacterial agents,0,201,
P23.8,Congenital pneumonia dt oth organisms,0,201,
P23.9,Congenital pneumonia unspecified,0,201,
P24.0,Neonatal aspiration of meconium,0,201,
P24.1,Neonatal aspr amniotic fluid & mucus,0,201,
P24.2,Neonatal aspiration of blood,0,201,
P24.3,Neonatal aspr milk & regurgitated food,0,201,
P24.8,Other neonatal aspiration syndromes,0,201,
P24.9,Neonatal aspiration syndrome unsp,0,201,
P25.0,Perinatal interstitial emphysema,0,201,
P25.1,Pneumothorax in perinatal period,0,201,
P25.2,Pneumomediastinum in perinatal period,0,201,
P25.3,Pneumopericardium in perinatal period,0,201,
P25.8,Oth perintl cond rel air leak syndrome,0,201,
P26.0,Perinatal tracheobronchial haemorrhage,0,201,
P26.1,Massive perinatal pulmonary haem,0,201,
P26.8,Oth perinatal pulmonary haemorrhage,0,201,
P26.9,Unsp perinatal pulmonary haemorrhage,0,201,
P27.0,Wilson-Mikity syndrome,0,201,
P27.1,Chronic neonatal lung disease,0,201,
P27.8,Oth chr respiratory dis perinatal period,0,201,
P27.9,Unsp chr resp dis perinatal period,0,201,
P28.0,Primary atelectasis of newborn,0,201,
P28.1,Other & unsp atelectasis of newborn,0,201,
P28.2,Cyanotic attacks of newborn,0,201,
P28.3,Primary sleep apnoea of newborn,0,201,
P28.40,"Apnoea of newborn, unspecified",0,201,
P28.41,Apnoea of prematurity,0,201,
P28.49,Other apnoea of newborn,0,201,
P28.5,Respiratory failure of newborn,0,201,
P28.81,Snuffles in newborn,0,201,
P28.82,Acquired subglottic stenosis in newborn,0,201,
P28.83,Grunting in newborn,0,201,
P28.89,Oth spec respiratory cond of newborn,0,201,
P28.9,Respiratory condition of newborn unsp,0,201,
P29.0,Neonatal cardiac failure,0,201,
P29.1,Neonatal cardiac dysrhythmia,0,201,
P29.2,Neonatal hypertension,0,201,
P29.3,Persistent fetal circulation,0,201,
P29.4,Transient myocardial ischaemia newborn,0,201,
P29.81,Neonatal hypotension,0,201,
P29.82,Ben & innocent card murmurs in newborn,0,201,
P29.83,Embolism & thrombosis renal vein newborn,0,201,
P29.89,Oth cardiovascular disrd,0,201,
P29.9,Perinatal cardiovascular disrd unsp,0,201,
P37.0,Congenital tuberculosis,0,201,
P37.1,Congenital toxoplasmosis,0,201,
P37.2,Neonatal (disseminated) listeriosis,0,201,
P37.3,Congenital falciparum malaria,0,201,
P37.4,Other congenital malaria,0,201,
P37.50,"Neonatal candidiasis, unspecified",0,201,
P37.51,Top or GI neonatal candidiasis,0,201,
P37.52,Invasive neonatal candidiasis,0,201,
P37.59,Other neonatal candidiasis,0,201,
P37.8,Oth spec congenital infect & parasit dis,0,201,
P37.9,Congenital infect & parasit disease unsp,0,201,
P38,Omphalitis newborn w or wo mild haem,0,201,
P39.0,Neonatal infective mastitis,0,201,
P39.1,Neonatal conjunctivitis & dacryocystitis,0,201,
P39.2,Intra-amniotic infection of fetus NEC,0,201,
P39.3,Neonatal urinary tract infection,0,201,
P39.4,Neonatal skin infection,0,201,
P39.8,Oth spec infectn spec to perintl period,0,201,
P39.9,Infectn spec to perinatal peri unsp,0,201,
P50.0,Fetal blood loss from vasa praevia,0,201,
P50.1,Fetal blood loss from ruptured cord,0,201,
P50.2,Fetal blood loss from placenta,0,201,
P50.3,Haemorrhage into co-twin,0,201,
P50.4,Haemorrhage into maternal circulation,0,201,
P50.5,Fetal blood loss cut end co-twin's cord,0,201,
P50.8,Other fetal blood loss,0,201,
P50.9,Fetal blood loss unspecified,0,201,
P51.0,Massive umbilical haemorrhage of newborn,0,201,
P51.8,Other umbilical haemorrhages of newborn,0,201,
P51.9,Umbilical haemorrhage of newborn unsp,0,201,
P52.0,Intraventricular haem G.1 fetus newborn,0,201,
P52.1,Intraventricular haem G.2 fetus newborn,0,201,
P52.21,Intraventricular haem G.3 fetus newborn,0,201,
P52.22,Intraventricular haem G.4 fetus newborn,0,201,
P52.3,Unsp intraventricular haem fetus newborn,0,201,
P52.4,Intracerebral haem fetus & newborn,0,201,
P52.5,Subarachnoid haem fetus & newborn,0,201,
P52.6,Cerebellar post fossa haem fetus newborn,0,201,
P52.8,Oth intracranial haem fetus & newborn,0,201,
P52.9,Intracranial haem fetus & newborn unsp,0,201,
P53,Haemorrhagic disease of fetus & newborn,0,201,
P54.0,Neonatal haematemesis,0,201,
P54.1,Neonatal melaena,0,201,
P54.2,Neonatal rectal haemorrhage,0,201,
P54.3,Oth neonatal gastrointestinal haem,0,201,
P54.4,Neonatal adrenal haemorrhage,0,201,
P54.5,Neonatal cutaneous haemorrhage,0,201,
P54.6,Neonatal vaginal haemorrhage,0,201,FEML
P54.8,Other specified neonatal haemorrhages,0,201,
P54.9,Neonatal haemorrhage unspecified,0,201,
P55.0,Rh isoimmunisation of fetus and newborn,0,201,
P55.1,ABO isoimmunisation of fetus and newborn,0,201,
P55.8,Oth immune haemolytic dis fetus newborn,0,201,
P55.9,Immune haemolytic dis fetus newborn unsp,0,201,
P56.0,Hydrops fetalis due to isoimmunisation,0,201,
P56.9,Hydrops fetalis dt oth haemolytic dis,0,201,
P57.0,Kernicterus due to isoimmunisation,0,201,
P57.8,Other specified kernicterus,0,201,
P57.9,Kernicterus unspecified,0,201,
P58.0,Neonatal jaundice due to bruising,0,201,
P58.1,Neonatal jaundice due to bleeding,0,201,
P58.2,Neonatal jaundice due to infection,0,201,
P58.3,Neonatal jaundice due to polycythaemia,0,201,
P58.4,Neonatal jaundice dt mat drugs or toxin,0,201,
P58.5,Neonatal jaundice dt swallowed mat blood,0,201,
P58.8,Neon jaundice dt oth excess hemolys,0,201,
P58.9,Neon jaundice excess dt haemolysis unsp,0,201,
P59.0,Neonatal jaundice w preterm delivery,0,201,
P59.1,Inspissated bile syndrome,0,201,
P59.2,Neon jaundice w oth hepatocellular dam,0,201,
P59.3,Neon jaundice dt breast milk inhibitor,0,201,
P59.8,Neonatal jaundice from oth spec causes,0,201,
P59.9,Neonatal jaundice unspecified,0,201,
P60,DIC fetus & newborn,0,201,
P61.0,Transient neonatal thrombocytopenia,0,201,
P61.1,Polycythaemia neonatorum,0,201,
P61.2,Anaemia of prematurity,0,201,
P61.3,Congenital anaemia from fetal blood loss,0,201,
P61.4,Other congenital anaemias NEC,0,201,
P61.5,Transient neonatal neutropenia,0,201,
P61.6,Oth transient neonatal disrd coagulation,0,201,
P61.8,Oth spec perinatal haematological disrd,0,201,
P61.9,Perinatal haematological disorder unsp,0,201,
P70.0,synd infant of mother w gest diabetes,0,201,
P70.1,Syndrome of infant of a diabetic mother,0,201,
P70.2,Neonatal diabetes mellitus,0,201,
P70.3,Iatrogenic neonatal hypoglycaemia,0,201,
P70.4,Other neonatal hypoglycaemia,0,201,
P70.8,Oth trns disrd fetal carbohydrate metab,0,201,
P70.9,Trns disrd fetal carbohydrate metab unsp,0,201,
P71.0,Cow's milk hypocalcaemia in newborn,0,201,
P71.1,Other neonatal hypocalcaemia,0,201,
P71.2,Neonatal hypomagnesaemia,0,201,
P71.3,Neon tetany wo calcium magnesium def,0,201,
P71.4,Transitory neonatal hypoparathyroidism,0,201,
P71.8,Oth trns neon dis calcium magns metab,0,201,
P71.9,Trns neon disrd calcm magns metab unsp,0,201,
P72.0,Neonatal goitre NEC,0,201,
P72.1,Transitory neonatal hyperthyroidism,0,201,
P72.2,Oth trns neon disrd thyroid fn NEC,0,201,
P72.8,Oth spec trns neonatal endocrine disrd,0,201,
P72.9,Transitory neonatal endocrine disrd unsp,0,201,
P74.0,Metabolic acidosis of newborn,0,201,
P74.1,Dehydration of newborn,0,201,
P74.20,"Disturb of sodium bal of newborn, unsp",0,201,
P74.21,Hypernatraemia of newborn,0,201,
P74.22,Hyponatraemia of newborn,0,201,
P74.29,Oth disturbances sodium balance newborn,0,201,
P74.30,"Disturb of K+ bal of newborn, unsp",0,201,
P74.31,Hyperkalaemia of newborn,0,201,
P74.32,Hypokalaemia of newborn,0,201,
P74.39,Oth disturb of potassium bal of newborn,0,201,
P74.4,Oth trns electrolyte disturb newborn,0,201,
P74.5,Transitory tyrosinaemia of newborn,0,201,
P74.8,Oth transitory metabolic disturb newborn,0,201,
P74.9,Trns metab disturbance newborn unsp,0,201,
P75,Meconium ileus in cystic fibrosis,0,201,
P76.0,Meconium plug syndrome,0,201,
P76.1,Transitory ileus of newborn,0,201,
P76.2,Intest obstruction dt inspissated milk,0,201,
P76.3,Volvulus of newborn,0,201,
P76.8,Oth spec intestinal obstruction newborn,0,201,
P76.9,Intestinal obstruction of newborn unsp,0,201,
P77,Necrotising enterocolitis fetus newborn,0,201,
P78.0,Perinatal intestinal perforation,0,201,
P78.1,Other neonatal peritonitis,0,201,
P78.2,Neon haematemesis & melaena dt mat blood,0,201,
P78.3,Noninfective neonatal diarrhoea,0,201,
P78.8,Oth spec perinatal digestive sys disrd,0,201,
P78.9,Perinatal digestive system disorder unsp,0,201,
P80.0,Cold injury syndrome,0,201,
P80.8,Other hypothermia of newborn,0,201,
P80.9,Hypothermia of newborn unspecified,0,201,
P81.0,Environmental hyperthermia of newborn,0,201,
P81.8,Oth spec disturb newborn temp rg,0,201,
P81.9,Disturb newborn temp rg unsp,0,201,
P83.0,Sclerema neonatorum,0,201,
P83.1,Neonatal erythema toxicum,0,201,
P83.2,Hydrops fetalis not dt haemolytic dis,0,201,
P83.3,Oth unsp oedema spec fetus newborn,0,201,
P83.4,Breast engorgement of newborn,0,201,
P83.5,Congenital hydrocele,0,201,
P83.6,Umbilical polyp of newborn,0,201,
P83.8,Oth spec cond integument spec to fetus,0,201,
P83.9,Cond integument spec fetus & newb unsp,0,201,
P90,Convulsions of newborn,0,201,
P91.0,Neonatal cerebral ischaemia,0,201,
P91.1,Acquired periventricular cysts newborn,0,201,
P91.20,"Neonatal cerebral leukomalacia, unsp",0,201,
P91.21,"Neonatal cerebral leukomalacia, cystic",0,201,
P91.3,Neonatal cerebral irritability,0,201,
P91.4,Neonatal cerebral depression,0,201,
P91.5,Neonatal coma,0,201,
P91.60,"Hypoxic ischmc encephpath newb, unsp",0,201,
P91.61,Stage 1 hypoxic ischmc encephpath newb,0,201,
P91.62,Stage 2 hypoxic ischmc encephpath newb,0,201,
P91.63,Stage 3 hypoxic ischmc encephpath newb,0,201,
P91.7,Acquired hydrocephalus of newborn,0,201,
P91.8,Oth spec disturb newborn cerebral status,0,201,
P91.9,Disturbance newborn cerebral status unsp,0,201,
P92.0,Vomiting in newborn,0,201,
P92.1,Regurgitation and rumination in newborn,0,201,
P92.2,Slow feeding of newborn,0,201,
P92.3,Underfeeding of newborn,0,201,
P92.4,Overfeeding of newborn,0,201,
P92.5,Neonatal difficulty in feeding at breast,0,201,
P92.8,Other feeding problems of newborn,0,201,
P92.9,Feeding problem of newborn unspecified,0,201,
P93,React & intox dt drugs admin to fetus,0,201,
P94.0,Transient neonatal myasthenia gravis,0,201,
P94.1,Congenital hypertonia,0,201,
P94.2,Congenital hypotonia,0,201,
P94.8,Oth disorders of muscle tone of newborn,0,201,
P94.9,Disorder of muscle tone of newborn unsp,0,201,
P95,Fetal death of unspecified cause,0,201,
P96.0,Congenital kidney failure,0,201,
P96.1,Neon withdr sym dt mat use drugs addictn,0,201,
P96.2,Newb withdr sym Rx use drugs in newb,0,201,
P96.3,Wide cranial sutures of newborn,0,201,
P96.4,Termntn preg aff fetus & newborn,0,201,
P96.50,Fetus & newb aff by unsp IU proc,0,201,
P96.51,Fetus & newb affected by amniocentesis,0,201,
P96.52,Fetus & newb aff by chori villous sampl,0,201,
P96.53,Fetus & newb aff by fetal bl sampling,0,201,
P96.54,Fetus & newb aff by comp IU fetal surg,0,201,
P96.59,Fetus & newb aff by oth IU proc,0,201,
P96.81,Jittery baby,0,201,
P96.89,Oth spec conditions in perinatal period,0,201,
P96.9,Cond originating in perinatal peri unsp,0,201,
R54,Senility,230,324,
R62.0,Delayed milestone,0,219,
R62.8,Oth lack normal physiological devt,0,219,
R62.9,Lack expected physiological devt unsp,0,219,
R68.1,Nonspecific symptoms peculiar to infancy,0,210,
R86.1,Abn level hormones from male gen org,215,324,MALE
R95.0,SIDS w mention of autopsy,0,202,
R95.9,SIDS wo mention of autopsy,0,202,
T83.3,Mech comp intrauterine dev,210,260,FEML
Z00.1,Routine child health examination,0,219,
Z00.3,Exam adolescent development state,208,219,
Z03.70,Obs newb for unspecified suspect cond,0,201,
Z03.71,Obs newb for suspect infectious cond,0,201,
Z03.72,Obs newb for suspect neurological cond,0,201,
Z03.73,Obs newb for suspect respiratory cond,0,201,
Z03.79,Obs newb for oth suspect cond,0,201,
Z30.1,Insertion of contraceptive device,210,324,FEML
Z30.3,Menstrual extraction,210,260,FEML
Z30.5,Surveillance of contraceptive device,210,324,
Z32.0,Pregnancy not (yet) confirmed,210,260,FEML
Z32.1,Pregnancy confirmed,210,260,FEML
Z32.2,Initiation of medical abortion,210,260,FEML
Z33,Pregnant state incidental,210,260,FEML
Z34.0,Supervision of normal first pregnancy,210,260,FEML
Z34.8,Supervision of other normal pregnancy,210,260,FEML
Z34.9,Supervision of normal pregnancy unsp,210,260,FEML
Z35.0,Supervsn of pregnancy w h/o infertility,210,260,FEML
Z35.1,Supervsn preg w h/o abortive outcome,210,260,FEML
Z35.2,Supervsn preg w oth poor obst history,210,260,FEML
Z35.3,Supervsn preg w h/o insuff A/N care,210,260,FEML
Z35.4,Supervsn preg w grand multiparity,210,260,FEML
Z35.51,Supervsn primigravida w advanced mat age,210,260,FEML
Z35.52,Supervsn multigravida w advanced mat age,210,260,FEML
Z35.6,Supervision of (very) young primigravida,210,260,FEML
Z35.7,Supervsn high-risk preg dt social prob,210,260,FEML
Z35.8,Supervision of oth high-risk pregnancies,210,260,FEML
Z35.9,Supervsn of high-risk pregnancy unsp,210,260,FEML
Z36.0,A/N screen for chromosomal anomalies,210,260,FEML
Z36.1,A/N screen for raised AFP level,210,260,FEML
Z36.2,Oth A/N screen based on amniocentesis,210,260,FEML
Z36.3,A/N screen malform u/s oth phys meth,210,260,FEML
Z36.4,A/N screen IUGR u/s oth phys methods,210,260,FEML
Z36.5,Antenatal screening for isoimmunisation,210,260,FEML
Z36.8,Other antenatal screening,210,260,FEML
Z36.9,Antenatal screening unspecified,210,260,FEML
Z37.0,Single live birth,210,260,FEML
Z37.1,Single stillbirth,210,260,FEML
Z37.2,Twins both liveborn,210,260,FEML
Z37.3,Twins one liveborn and one stillborn,210,260,FEML
Z37.4,Twins both stillborn,210,260,FEML
Z37.5,Other multiple births all liveborn,210,260,FEML
Z37.6,Other multiple births some liveborn,210,260,FEML
Z37.7,Other multiple births all stillborn,210,260,FEML
Z37.9,Outcome of delivery unspecified,210,260,FEML
Z38.0,Singleton born in hospital,0,201,
Z38.1,Singleton born outside hospital,0,201,
Z38.2,Singleton unsp as to place of birth,0,201,
Z38.3,Twin born in hospital,0,201,
Z38.4,Twin born outside hospital,0,201,
Z38.5,Twin unspecified as to place of birth,0,201,
Z38.6,Other multiple birth born in hospital,0,201,
Z38.7,Oth multiple birth born outside hospital,0,201,
Z38.8,Oth multiple unsp as to place of birth,0,201,
Z39.00,Postprt care & exam after delivery unsp,210,260,FEML
Z39.01,Postpartum care after hospital delivery,210,260,FEML
Z39.02,Postprt care planned out of hosp delv,210,260,FEML
Z39.03,Postprt care unplanned out of hosp delv,210,260,FEML
Z39.1,Care and examination of lactating mother,210,260,FEML
Z39.2,Routine postpartum follow-up,210,260,FEML
Z64.0,Problems related to unwanted pregnancy,210,260,FEML
Z70.0,Counselling related to sexual attitude,215,324,
Z70.1,Counselling rel sexual beh & orientn,215,324,
Z70.2,Counselling sex beh orientn 3rd party,215,324,
Z70.3,Counsel cmb concern sex beh orientn,215,324,
Z70.8,Oth counsel rel t sex attde beh orientn,215,324,
Z70.9,Counsel rel sex attde beh & orientn unsp,215,324,
Z76.1,Health supervsn & care abandoned infant,0,202,
Z76.21,Hlth supervsn care infnt child adop fost,0,210,
Z76.22,Hlth supervsn care oth infnt child NEC,0,210,
Z97.5,Presence of contraceptive device,210,324,
B26.0,Mumps orchitis,,,MALE
B37.3,Candidiasis of vulva and vagina,,,FEML
C51.0,Malignant neoplasm of labium majus,,,FEML
C51.1,Malignant neoplasm of labium minus,,,FEML
C51.2,Malignant neoplasm of clitoris,,,FEML
C51.8,Overlapping malignant lesion of vulva,,,FEML
C51.9,Malignant neoplasm of vulva unspecified,,,FEML
C52,Malignant neoplasm of vagina,,,FEML
C53.0,Malignant neoplasm of endocervix,,,FEML
C53.1,Malignant neoplasm of exocervix,,,FEML
C53.8,Overlap malignant lesion cervix uteri,,,FEML
C53.9,Malignant neoplasm cervix uteri unsp,,,FEML
C54.0,Malignant neoplasm of isthmus uteri,,,FEML
C54.1,Malignant neoplasm of endometrium,,,FEML
C54.2,Malignant neoplasm of myometrium,,,FEML
C54.3,Malignant neoplasm of fundus uteri,,,FEML
C54.8,Overlap malignant lesion corpus uteri,,,FEML
C54.9,Malignant neoplasm corpus uteri unsp,,,FEML
C55,Malignant neoplasm uterus part unsp,,,FEML
C56,Malignant neoplasm of ovary,,,FEML
C57.0,Malignant neoplasm of fallopian tube,,,FEML
C57.1,Malignant neoplasm of broad ligament,,,FEML
C57.2,Malignant neoplasm of round ligament,,,FEML
C57.3,Malignant neoplasm of parametrium,,,FEML
C57.4,Malignant neoplasm uterine adnexa unsp,,,FEML
C57.7,Malg neoplm other spec femle gen organ,,,FEML
C57.8,Overlap malg lesion female genital organ,,,FEML
C57.9,Malg neoplasm female genital organ unsp,,,FEML
C60.0,Malignant neoplasm of prepuce,,,MALE
C60.1,Malignant neoplasm of glans penis,,,MALE
C60.2,Malignant neoplasm of body of penis,,,MALE
C60.8,Overlapping malignant lesion of penis,,,MALE
C60.9,Malignant neoplasm of penis unspecified,,,MALE
C62.0,Malignant neoplasm of undescended testis,,,MALE
C62.1,Malignant neoplasm of descended testis,,,MALE
C62.9,Malignant neoplasm of testis unspecified,,,MALE
C63.0,Malignant neoplasm of epididymis,,,MALE
C63.1,Malignant neoplasm of spermatic cord,,,MALE
C63.2,Malignant neoplasm of scrotum,,,MALE
C63.7,Other specified male genital organs,,,MALE
C63.8,Overlap malg lesion male genital organs,,,MALE
C63.9,Malg neoplasm male genital organ unsp,,,MALE
C76.31,Malg neoplasm of male pelvic organs,,,MALE
C76.32,Malg neoplasm of female pelvic organs,,,FEML
C79.6,Secondary malignant neoplasm of ovary,,,FEML
C79.83,Sec malg neoplasm male genital organs,,,MALE
C79.84,Sec malg neoplasm female genital organs,,,FEML
D06.0,Carcinoma in situ of endocervix,,,FEML
D06.1,Carcinoma in situ of exocervix,,,FEML
D06.7,Ca in situ other parts of cervix,,,FEML
D06.9,Carcinoma in situ of cervix unspecified,,,FEML
